0,1,2
x,g,65
x,h,54
x,i,1849
x,j,12
x,k,72
x,l,88
x,m,50
x,n,19
x,o,146
x,p,85
x,q,8
x,r,67
x,s,23
x,t,352
x,u,64
x,v,345
x,w,41
x,x,389
x,y,240
x,z,5
x,²,3
x,³,1
x,à,1
x,ä,5
x,è,3
x,é,2
x,ì,1
x,í,2
x,ó,1
x,ø,3
x,ă,1
x,ş,2
x,ə,2
x,ˇ,2
x,δ,3
x,а,1
x,и,7
x,л,1
y,_,3
y,a,1819
y,b,100
y,c,356
y,d,288
y,e,1137
y,f,44
y,g,115
y,h,57
y,i,249
y,j,5
y,k,131
y,l,793
y,m,599
y,n,784
y,o,2032
y,p,265
y,q,7
y,r,197
y,s,1548
y,t,398
y,u,259
y,v,79
y,w,140
y,x,27
y,y,49
y,z,32
y,á,9
y,â,2
y,ä,2
y,å,1
y,è,1
y,é,6
y,ì,1
y,ô,1
y,ö,8
y,ú,1
y,ü,25
y,ā,36
y,č,11
y,ī,2
y,ı,17
y,ń,19
y,ō,7
y,ŏ,8
y,š,1
y,ţ,1
y,ū,18
y,ž,5
y,ǐ,1
y,ə,1
y,с,1
y,ḑ,2
y,ḩ,1
y,ẕ,2
z,a,2195
z,b,158
z,c,37
z,d,118
z,e,2378
z,f,79
z,g,32
z,h,204
z,i,2188
z,j,20
z,k,163
z,l,121
z,m,130
z,n,264
z,o,1126
z,p,169
z,q,17
z,r,52
z,s,218
z,t,41
z,u,815
z,v,70
z,w,162
z,x,82
z,y,331
z,z,501
z,²,1
z,á,25
z,ä,25
z,è,5
z,é,36
z,í,2
z,ó,13
z,õ,48
z,ö,24
z,ú,8
z,ü,81
z,ā,12
z,ă,1
z,ą,2
z,ē,1
z,ę,1
z,ī,26
z,ı,19
z,ņ,1
z,ō,3
z,ő,2
z,ř,1
z,ū,1
z,ž,1
z,ə,1
z,ɛ,1
²,r,1
²,v,1
µ,a,1
µ,e,3
µ,g,7
µ,l,2
µ,m,50
µ,p,2
µ,s,4
µ,v,1
¹,³,1
º,c,11
ß,a,1
ß,b,8
ß,d,2
ß,e,127
ß,f,3
ß,i,7
ß,k,3
ß,l,60
ß,m,1
ß,t,5
ß,w,3
ß,ß,1
à,f,10
à,g,3
à,i,2
à,l,1
à,n,9
à,o,1
à,p,5
à,s,1
à,w,10
á,b,6
á,c,10
á,d,32
á,e,1
á,f,5
á,g,22
á,h,1
á,i,5
á,j,3
á,k,48
á,l,75
á,m,19
á,n,276
á,o,2
á,p,2
á,r,137
á,s,73
á,t,28
á,u,3
á,v,36
á,y,1
á,z,13
á,á,3
á,ñ,2
á,č,4
á,ř,5
á,š,1
á,ž,3
á,н,1
â,c,2
â,g,4
â,l,7
â,m,3
â,n,10
â,r,2
â,s,4
â,t,90
ã,e,6
ã,o,67
ä,a,79
ä,b,1261
ä,c,8
ä,d,687
ä,e,3785
ä,f,20
ä,g,1200
ä,h,1553
ä,i,2571
ä,j,29
ä,k,1021
ä,l,2962
ä,m,543
ä,n,7182
ä,o,716
ä,p,203
ä,r,17412
ä,s,2823
ä,t,953
ä,u,37
ä,v,689
ä,w,2
ä,x,7
ä,y,2
ä,z,6
ä,ß,2
ä,ä,4346
ä,ž,1
ä,ː,1
å,a,1
å,b,15
å,d,3
å,f,2
å,g,10
å,h,19
å,k,23
å,l,34
å,m,11
å,n,58
å,r,72
å,s,24
å,t,10
å,u,1
å,v,1
æ,c,2
æ,d,14
æ,g,1
æ,j,1
æ,k,1
æ,l,16
æ,n,1
æ,p,1
æ,r,14
æ,s,3
æ,t,3
æ,þ,1
æ,ʔ,1
æ,ː,1
ç,a,106
ç,b,1
ç,d,1
ç,e,22
ç,h,1
ç,i,11
ç,l,1
ç,o,259
ç,u,4
ç,ç,2
ç,õ,4
ç,ü,3
ç,ı,2
è,c,28
è,d,1
è,g,59
è,i,1
è,l,15
è,m,19
è,n,22
è,q,2
è,r,172
è,s,34
è,t,9
è,v,22
è,z,1
é,a,32
é,b,31
é,c,63
é,d,104
é,e,116
é,f,6
é,g,49
é,h,11
é,i,8
é,j,1
é,k,7
é,l,90
é,m,96
é,n,91
é,o,18
é,p,28
é,q,5
é,r,166
é,s,114
é,t,162
é,u,34
é,v,47
é,w,1
é,x,4
é,y,1
é,z,8
é,â,14
é,ř,2
ê,c,1
ê,d,2
ê,m,12
ê,n,13
ê,p,1
ê,q,1
ê,s,4
ê,t,6
ë,a,1
ë,b,1
ë,l,17
ë,n,8
ë,p,2
ë,s,4
ë,t,11
ì,a,1
ì,s,1
ì,x,1
ì,y,1
í,a,61
í,b,3
í,c,8
í,d,11
í,g,31
í,h,3
í,k,40
í,l,19
í,m,13
í,n,81
í,o,4
í,p,3
í,q,1
í,r,28
í,s,32
í,v,7
í,y,1
í,z,2
í,ð,2
í,ñ,3
í,č,2
í,š,1
í,ž,2
î,l,24
î,m,1
î,n,6
î,t,16
ï,c,8
ï,d,3
ï,e,29
ï,g,2
ï,k,1
ï,l,1
ï,q,1
ï,s,18
ï,t,4
ï,y,4
ï,á,1
ð,f,1
ð,g,3
ð,i,2
ð,m,2
ð,r,6
ð,u,1
ð,v,1
ñ,a,111
ñ,c,1
ñ,e,17
ñ,h,1
ñ,i,1
ñ,n,1
ñ,o,71
ñ,u,1
ñ,é,1
ñ,ñ,2
ñ,ó,2
ñ,ā,2
ò,c,2
ò,g,2
ò,n,1
ò,s,1
ò,ː,3
ó,b,3
ó,c,5
ó,d,4
ó,f,13
ó,g,6
ó,i,3
ó,j,2
ó,k,12
ó,l,6
ó,n,312
ó,o,1
ó,p,8
ó,r,38
ó,s,40
ó,t,9
ó,w,46
ó,ð,2
ó,ł,2
ó,ː,1
ó,е,1
ô,d,1
ô,h,1
ô,l,1
ô,m,10
ô,n,82
