0,1,2
i,p,6205
i,q,171
i,r,26292
i,s,214620
i,t,109327
i,u,6588
i,v,23948
i,w,332
i,x,450
i,y,146
i,z,997
i,ª,5
i,²,3
i,ß,42
i,à,2
i,á,93
i,â,1
i,ã,7
i,ä,44
i,æ,7
i,ç,6
i,è,142
i,é,38
i,ë,4
i,í,1
i,ð,4
i,ñ,8
i,ò,1
i,ó,58
i,õ,796
i,ö,46
i,ú,4
i,û,5
i,ü,456
i,þ,2
i,ā,1
i,ą,15
i,ć,388
i,č,869
i,đ,2
i,ē,2
i,ę,28
i,ğ,6
i,ģ,3
i,ķ,17
i,ļ,9
i,ł,81
i,ń,109
i,ņ,253
i,ř,2
i,ś,3
i,ş,17
i,š,1468
i,ţ,8
i,ū,170
i,ŭ,6
i,ų,132
i,ź,1
i,ż,2
i,ž,313
i,ſ,2
i,ș,51
i,ț,5
i,ɑ,1
i,ˈ,2
i,ː,3
i,κ,1
i,й,2
i,м,1
i,о,1
i,я,1
i,ề,1
j,_,1
j,a,200107
j,b,16
j,c,88
j,d,127
j,e,8558
j,f,30
j,g,7
j,h,38
j,i,1105
j,j,84
j,k,959
j,l,50
j,m,398
j,n,589
j,o,16540
j,p,6594
j,q,1
j,r,162
j,s,172
j,t,579
j,u,44537
j,v,66
j,w,8
j,y,64
j,z,16
j,à,3
j,á,134
j,â,1
j,ä,27605
j,æ,1
j,é,82
j,ë,5
j,ì,1
j,í,6
j,ó,192
j,ô,2
j,õ,9014
j,ö,101
j,ø,22
j,ú,13
j,ü,1504
j,ā,228
j,ą,3
j,č,12
j,ē,38
j,ė,13
j,ę,23
j,ī,13
j,ō,9
j,ŏ,1
j,œ,1
j,ś,2
j,š,8
j,ū,136
j,ų,10
k,_,5
k,a,185183
k,b,127
k,c,58
k,d,326
k,e,63389
k,f,392
k,g,631
k,h,1219
k,i,64539
k,j,235
k,k,24605
k,l,12686
k,m,3936
k,n,1083
k,o,126824
k,p,459
k,q,3
k,r,18961
k,s,57002
k,t,13819
k,u,122289
k,v,2246
k,w,279
k,x,6
k,y,722
k,z,2
k,à,1
k,á,247
k,â,5
k,ä,9899
k,å,5
k,æ,4
k,ç,8
k,é,86
k,ê,3
k,ë,12
k,ì,1
k,í,22
k,ó,134
k,ô,3
k,õ,17946
k,ö,1310
k,ø,6
k,û,1
k,ü,14602
k,ý,36
k,ā,77
k,ă,1
k,ą,5
k,č,19
k,ē,8
k,ė,455
k,ę,41
k,ī,9
k,ı,35
k,ļ,22
k,ł,11
k,ō,34
k,ő,14
k,œ,2
k,ř,9
k,ş,1
k,š,279
k,ū,78
k,ů,2
k,ų,23
k,ž,3
k,ə,6
k,ɛ,1
k,ʷ,2
k,ω,1
k,ό,4
k,а,1
k,л,1
k,ṣ,1
k,ỳ,2
l,_,5
l,a,99717
l,b,1826
l,c,1036
l,d,27074
l,e,110019
l,f,1953
l,g,22469
l,h,1864
l,i,182900
l,j,27411
l,k,13001
l,l,94127
l,m,28889
l,n,4595
l,o,35701
l,p,1572
l,q,16
l,r,236
l,s,8387
l,t,40578
l,u,31693
l,v,9569
l,w,149
l,x,29
l,y,2638
l,z,359
l,ß,13
l,à,6
l,á,225
l,â,8
l,ä,17201
l,å,5
l,æ,11
l,ç,6
l,è,220
l,é,373
l,ê,7
l,ë,6
l,ì,1
l,í,79
l,î,5
l,ò,2
l,ó,193
l,ô,9
l,õ,15307
l,ö,817
l,ø,25
l,ú,11
l,û,1
l,ü,5108
l,ý,11
l,ā,125
l,ă,20
l,ą,5
l,č,36
l,ē,31
l,ė,392
l,ę,2
l,ī,92
l,ı,40
l,ō,2
l,ő,2
l,œ,1
l,š,209
l,ţ,10
l,ū,58
l,ů,1
l,ų,6
l,ž,36
l,ǫ,2
l,ț,12
l,ə,1
l,я,1
l,ё,1
l,ғ,1
m,_,3
m,a,141352
m,b,11496
m,c,786
m,d,172
m,e,72522
m,f,512
m,g,413
m,h,478
m,i,126191
m,j,203
m,k,385
m,l,696
m,m,11869
m,n,3007
m,o,27064
m,p,6709
m,q,11
m,r,417
m,s,2751
m,t,838
m,u,41038
m,v,134
m,w,48
m,x,24
m,y,937
m,z,56
m,²,105
m,³,70
m,à,2
m,á,257
m,â,33
m,ä,22017
m,å,23
m,ç,1
m,è,8
m,é,235
m,ê,6
m,ë,4
m,ì,1
m,í,59
m,î,3
m,ó,72
m,ô,2
m,õ,24244
m,ö,2066
m,ø,26
m,ú,6
m,ü,3990
m,ý,9
m,ā,166
m,ă,15
m,ą,3
m,č,4
m,ē,21
m,ė,38
m,ę,1
m,ě,50
m,ī,38
m,ı,4
m,ł,10
m,ō,1
m,œ,3
m,ś,2
m,ş,4
m,š,37
m,ū,76
m,ű,3
m,ų,1
m,ż,3
m,ž,9
m,ǎ,1
m,ɑ,1
m,ə,3
m,ɛ,1
m,ʲ,1
m,φ,1
m,а,2
m,и,1
m,о,3
m,у,1
m,ḿ,1
m,ạ,1
n,_,7
n,a,87641
n,b,1843
n,c,3404
n,d,86409
n,e,105991
n,f,1930
n,g,58350
n,h,1185
n,i,110480
n,j,911
n,k,8402
n,l,975
n,m,486
n,n,54979
n,o,23781
n,p,250
n,q,88
n,r,2544
n,s,20972
n,t,30242
n,u,30232
n,v,1157
n,w,184
n,x,46
n,y,1563
n,z,1064
n,º,4
n,á,84
n,â,3
n,ã,1
n,ä,16890
n,å,2
n,æ,15
n,ç,47
n,è,21
n,é,282
n,ê,3
n,ë,9
n,í,171
n,î,6
n,ï,2
n,ò,2
n,ó,37
n,ô,2
n,õ,9401
n,ö,279
n,ø,3
n,ú,8
n,û,1
n,ü,1549
n,ý,6
n,ā,59
n,ă,29
n,ą,2
n,č,142
n,đ,1
n,ē,7
n,ė,402
n,ě,16
n,ī,66
n,į,1
n,ı,3
n,ō,1
n,ő,20
n,œ,5
n,ş,22
n,š,76
n,ţ,5
n,ū,8
n,ů,1
n,ų,27
n,ż,1
n,ž,42
n,ș,1
n,ț,14
n,ə,1
n,α,1
n,β,1
n,γ,1
n,θ,2
n,τ,1
n,φ,1
n,ό,1
n,ﬂ,1
o,_,20
o,a,1959
o,b,11273
o,c,1999
o,d,16948
o,e,1242
o,f,10982
o,g,18160
o,h,6337
o,i,2512
o,j,5593
o,k,13144
o,l,101167
o,m,36638
o,n,144756
o,o,50173
o,p,12314
o,q,40
o,r,79714
o,s,44402
o,t,27072
o,u,2958
o,v,13703
o,w,2013
o,x,556
o,y,347
o,z,435
o,ß,121
o,á,1
o,ã,1
o,ä,17
o,é,2
o,ë,12
o,í,8
o,ï,2
o,ð,1
o,ñ,5
o,ó,1
o,õ,6
o,ö,14
o,ù,1
o,ú,77
o,ü,363
o,þ,1
o,ÿ,1
o,ć,1
o,č,47
o,ğ,18
o,ģ,2
o,ķ,1
o,ļ,6
o,ł,28
o,ń,12
o,ņ,2
o,ň,2
o,ř,5
o,ś,28
o,ş,1
o,š,205
o,ŭ,74
o,ż,2
o,ž,82
o,ǔ,1
o,ș,9
o,ˈ,1
o,ː,1
o,ς,1
o,б,1
o,в,1
o,г,1
o,е,1
o,п,1
o,р,1
o,ф,1
o,ṇ,1
p,_,2
p,a,56022
p,b,107
p,c,215
p,d,183
p,e,50947
p,f,379
p,g,77
p,h,4069
p,i,49138
p,j,295
p,k,1027
p,l,9967
p,m,789
p,n,1073
p,o,44644
p,p,7602
p,q,4
p,r,36928
p,s,6605
p,t,6804
p,u,23137
p,v,70
p,w,54
p,x,2693
p,y,451
p,z,8
p,á,225
p,â,8
p,ä,25487
p,å,35
p,è,19
p,é,179
p,ê,5
p,ë,17
p,í,14
p,î,6
p,ï,1
p,ó,19
p,ô,3
p,õ,17935
p,ö,1436
p,ú,12
p,ü,6102
p,ý,4
p,ā,30
p,ă,9
p,č,10
p,ē,55
p,ė,174
p,ę,1
p,ě,3
p,ī,10
p,ı,9
p,ļ,10
p,ľ,1
p,ł,8
p,ņ,1
p,ō,1
p,ř,21
p,š,48
p,ū,37
p,ů,4
p,ž,1
p,ǎ,1
p,ǟ,2
p,ș,2
p,ɐ,1
p,ʌ,1
p,γ,1
q,a,156
q,b,2
q,c,5
q,d,43
q,e,58
q,f,4
q,h,2
q,i,172
q,j,2
q,k,4
q,l,5
q,m,12
q,n,3
q,o,12
q,p,32
q,q,6
q,r,13
q,s,17
q,t,7
q,u,1601
q,v,25
q,w,4
q,x,1
q,y,2
q,ë,1
q,í,8
q,î,1
q,ā,42
q,ī,3
q,ı,11
r,_,9
r,a,95158
r,b,6316
r,c,3056
r,d,16540
r,e,61944
r,f,1357
r,g,29466
r,h,1782
r,i,145136
r,j,21549
r,k,10907
r,l,8651
r,m,15847
r,n,16061
r,o,38809
r,p,2844
r,q,133
r,r,17024
r,s,15171
r,t,30956
r,u,22947
r,v,19569
r,w,332
r,x,105
r,y,2049
r,z,1010
r,ß,1
r,à,3
r,á,139
r,â,3
r,ã,5
r,ä,3493
r,å,27
r,æ,6
r,ç,21
r,è,21
r,é,387
r,ê,21
r,ë,1
r,ì,1
r,í,142
r,î,7
r,ð,29
r,ó,81
r,ô,69
r,õ,1935
r,ö,777
r,ø,77
r,ú,14
r,û,1
r,ü,5575
r,ý,4
r,ā,81
r,ă,27
r,ą,4
r,č,51
r,đ,22
r,ē,77
r,ė,201
r,ę,9
r,ġ,2
r,ģ,20
r,ī,116
r,ı,32
r,ķ,14
r,ļ,4
r,ł,5
r,ņ,16
r,ō,14
r,ő,18
r,œ,4
r,ş,4
r,š,202
r,ţ,3
r,ū,147
r,ů,1
r,ű,1
r,ų,2
r,ż,2
r,ž,352
r,ǔ,1
r,ț,3
r,ə,4
r,ɛ,1
r,ˈ,2
r,β,1
r,ο,1
r,а,1
r,ṣ,3
s,_,46
s,a,108080
s,b,817
s,c,7490
s,d,461
s,e,237100
s,f,1127
s,g,501
s,h,4774
s,i,107976
s,j,2605
s,k,30764
s,l,15264
s,m,10167
s,n,2856
s,o,29165
s,p,13426
s,q,187
s,r,2178
s,s,28487
s,t,288118
s,u,72548
s,v,7341
s,w,481
s,x,14
s,y,1232
s,z,1222
s,²,1
s,á,142
s,â,7
s,ã,107
s,ä,3001
s,å,9
s,æ,10
s,ç,1
s,è,15
s,é,355
s,ê,3
s,ë,9
s,ì,5
s,í,31
s,î,2
s,ï,1
s,ó,30
s,ô,4
s,õ,19533
s,ö,1019
s,ø,61
s,ù,1
s,ú,21
s,û,3
s,ü,20426
s,ý,13
s,ā,21
s,ă,21
s,ą,13
s,ć,1
s,č,25
s,ē,28
s,ė,62
s,ę,3
s,ī,36
s,į,1
s,ı,9
s,ļ,1
s,ł,239
s,ņ,1
s,ō,5
s,ŏ,3
s,ő,2
s,œ,2
s,š,5
s,ū,37
s,ų,4
s,ž,1
s,ǟ,1
s,ə,5
s,ɛ,1
s,ʲ,1
s,ˈ,1
s,ː,1
s,ˮ,2
s,θ,1
s,φ,1
t,_,5
t,a,175417
t,b,315
t,c,480
t,d,103
t,e,219736
t,f,154
t,g,422
t,h,14388
t,i,82013
t,j,2645
t,k,7042
t,l,11132
t,m,7826
t,n,3914
t,o,51894
t,p,1095
t,q,4
t,r,24160
t,s,58789
t,t,21911
t,u,88693
t,v,2445
t,w,487
t,x,46
t,y,2034
t,z,1276
t,¼,1
t,à,17
t,á,71
t,â,22
t,ã,5
t,ä,21747
t,å,4
t,æ,5
t,ç,2
t,è,6
t,é,98
t,ê,4
t,ë,21
t,í,49
t,î,1
t,ó,117
t,ô,9
t,õ,15105
t,ö,13431
t,ø,34
t,ú,18
t,û,1
t,ü,8463
t,ā,57
t,ă,69
t,ą,2
t,č,7
t,ē,32
t,ė,254
t,ę,3
t,ě,14
t,ĩ,1
t,ī,36
t,į,2
t,ı,5
t,ļ,3
t,ł,3
t,ņ,2
t,ō,40
t,ő,13
t,ŕ,1
t,ř,9
t,š,3218
t,ū,47
t,ů,2
t,ų,6
t,ž,2
t,ǎ,3
t,ʃ,2
t,ʌ,1
t,ʰ,1
t,ː,1
t,ˮ,2
t,ί,2
t,δ,1
t,ḩ,1
t,ấ,1
u,_,25
u,a,9654
u,b,14503
u,c,1313
u,d,91556
u,e,4480
u,f,779
u,g,13483
u,h,4127
u,i,3587
u,j,3176
u,k,22991
u,l,44100
u,m,29475
u,n,35886
u,o,1301
u,p,7371
u,q,27
u,r,41134
u,s,173398
u,t,37148
u,u,25463
u,v,12815
u,w,78
u,x,355
u,y,107
u,z,402
u,ß,40
u,à,1
u,á,4
u,ä,36
u,æ,3
u,ç,4
u,è,12
u,é,12
u,ê,2
u,ë,6
u,ì,1
u,í,50
u,ð,2
u,ñ,1
u,ó,3
u,õ,132
u,ö,7
u,ü,127
u,þ,1
u,ÿ,1
u,ā,1
u,ă,25
u,ć,11
u,č,132
u,đ,1
u,ģ,2
u,ķ,1
u,ļ,16
u,ł,27
u,ņ,4
u,ś,12
u,ş,5
u,š,275
u,ţ,1
u,ź,1
u,ż,5
u,ž,347
u,ſ,1
u,ǒ,1
u,ț,2
u,ʹ,1
u,ː,1
u,ṣ,2
v,_,2
v,a,152496
v,b,48
v,c,55
v,d,394
v,e,46861
v,f,101
v,g,664
v,h,264
v,i,65272
v,j,296
v,k,1302
v,l,2266
v,m,114
v,n,677
v,o,13691
v,p,194
v,q,2
v,r,1095
v,s,2721
v,t,361
v,u,8055
v,v,95
v,x,7
v,y,334
v,z,21
v,á,283
v,â,6
v,ä,50183
v,å,6
v,æ,6
v,è,4
v,é,93
v,ê,1
v,ë,11
v,ì,2
v,í,109
v,î,1
v,ò,1
v,ó,14
v,ô,1
v,õ,51699
v,ö,381
v,ú,3
v,ü,2755
v,ý,11
v,ā,51
v,ă,7
v,č,5
v,ē,50
v,ė,273
v,ę,1
v,ě,29
v,ī,64
v,ň,8
v,ō,1
v,œ,1
v,ř,3
v,ş,5
v,š,15
v,ů,1
v,ű,1
v,ų,1
v,ž,5
v,θ,1
v,а,1
v,н,1
v,о,1
v,ь,1
w,_,3
w,a,4601
w,b,46
w,c,72
w,d,35
w,e,3915
w,f,19
w,g,14
w,h,727
w,i,6192
w,j,11
w,k,85
w,l,174
w,m,56
w,n,284
w,o,2025
w,p,26
w,q,3
w,r,413
w,s,645
w,t,226
w,u,160
w,v,3
w,w,463
w,x,7
w,y,159
w,z,12
w,â,1
w,ä,45
w,é,1
w,ê,2
w,ó,7
w,õ,9
w,ö,36
w,ø,1
w,û,1
w,ü,130
w,ā,21
w,ą,12
w,ę,8
w,ī,6
w,ł,88
w,ū,1
w,ű,1
w,ṯ,1
x,_,3
x,a,467
x,b,58
x,c,30
x,d,20
x,e,407
x,f,43
x,g,27
x,h,105
x,i,1906
x,j,4
x,k,40
x,l,78
x,m,47
x,n,26
x,o,186
x,p,145
x,q,3
x,r,29
x,s,29
x,t,215
x,u,135
x,v,652
x,w,93
x,x,333
x,y,129
x,á,26
x,ã,1
x,ä,3
x,ç,1
x,é,7
x,ì,3
x,î,1
x,ó,1
x,ø,1
x,ý,1
x,ă,4
x,ī,2
x,ı,12
x,ə,2
x,ʰ,1
y,_,3
y,a,1378
y,b,161
y,c,466
y,d,409
y,e,1072
y,f,19
y,g,205
y,h,75
y,i,304
y,j,34
y,k,240
y,l,930
y,m,776
y,n,1006
y,o,2196
y,p,220
y,q,14
y,r,345
y,s,1438
y,t,543
y,u,276
y,v,108
y,w,83
y,x,33
y,y,68
y,z,54
y,ß,3
y,à,1
y,á,11
y,ä,3
y,è,3
y,é,8
y,ê,7
y,î,1
y,ï,1
y,ð,1
y,ó,6
y,ö,9
y,ú,1
y,ü,10
y,ā,25
y,č,115
y,ī,3
y,ı,33
y,ł,4
y,ń,52
y,ň,1
y,ŏ,6
y,ś,4
y,ş,4
y,š,64
y,ū,50
y,ż,5
y,ž,31
y,ǐ,2
y,ǒ,1
y,ǔ,1
y,ɡ,1
y,ː,1
y,ẕ,1
z,_,2
z,a,2669
z,b,146
z,c,70
z,d,211
z,e,2673
z,f,7
z,g,71
z,h,279
z,i,2806
z,j,66
z,k,181
z,l,182
z,m,191
z,n,440
z,o,1344
z,p,131
z,q,4
z,r,61
z,s,267
z,t,100
z,u,922
z,v,114
z,w,100
z,y,507
z,z,453
z,á,97
z,â,1
z,ä,15
z,è,8
z,é,69
z,ê,2
z,ë,2
z,í,6
z,î,4
z,ó,24
z,õ,37
z,ö,10
z,ú,32
z,ü,122
z,ā,32
z,ă,8
z,ą,2
z,ē,4
z,ė,2
z,ę,2
z,ī,39
z,ı,21
z,ł,11
z,ņ,2
z,ō,18
z,ő,8
z,š,2
z,ū,6
z,ű,1
z,ų,1
z,ə,3
z,ɨ,1
z,α,1
²,l,1
³,h,1
µ,g,36
µ,l,1
µ,m,13
µ,n,1
µ,s,5
¹,³,1
º,c,2
ß,b,7
ß,c,1
ß,e,44
ß,f,4
ß,h,3
ß,i,12
ß,k,2
ß,l,8
ß,m,3
ß,n,3
ß,s,1
ß,t,8
ß,u,1
ß,v,1
ß,w,3
à,d,2
à,f,1
à,i,2
à,l,2
à,n,7
à,r,2
à,s,1
à,t,2
á,a,1
á,b,11
á,c,58
á,d,48
á,e,2
á,f,12
á,g,71
á,h,4
á,i,5
á,j,5
á,k,109
á,l,162
á,m,44
á,n,700
á,p,9
á,r,301
á,s,152
á,t,40
á,u,1
á,v,35
á,x,2
á,z,23
á,í,1
á,ð,1
á,ñ,2
á,č,8
á,ř,8
á,š,7
â,c,1
â,g,5
â,l,13
â,m,4
â,n,24
â,r,7
â,t,100
ã,e,28
ã,o,81
ã,s,1
ä,a,22
ä,b,1318
ä,c,14
ä,d,705
ä,e,3561
ä,f,21
ä,g,1870
ä,h,1610
ä,i,2526
ä,j,28
ä,k,1191
ä,l,3020
ä,m,423
ä,n,6265
ä,o,1070
ä,p,224
ä,r,18422
ä,s,2401
ä,t,592
ä,u,12
ä,v,603
ä,w,3
ä,x,1
ä,z,5
ä,ß,1
ä,ä,5258
ä,ü,2
ä,ć,1
å,b,17
å,g,7
å,h,7
å,k,15
å,l,18
å,n,48
å,r,24
å,s,29
å,t,4
å,å,1
æ,b,1
æ,c,1
æ,d,27
æ,f,1
æ,g,1
æ,k,2
æ,l,35
æ,m,1
æ,n,3
æ,r,8
æ,s,2
æ,t,21
æ,u,1
æ,v,2
ç,a,170
ç,d,3
ç,e,34
ç,i,30
ç,k,1
ç,l,1
ç,m,1
ç,o,215
ç,q,2
ç,t,1
ç,u,12
ç,y,1
ç,â,1
ç,ã,7
ç,ç,3
ç,ê,3
ç,î,3
ç,û,1
ç,ü,7
ç,ı,2
ç,ə,1
è,c,22
è,d,6
è,g,55
è,h,1
è,l,14
è,m,15
è,n,15
è,p,1
è,q,2
è,r,184
è,s,58
è,t,6
è,v,21
è,z,11
é,a,52
é,b,38
é,c,172
é,d,127
é,e,101
é,f,9
é,g,64
é,h,7
é,i,6
é,j,15
é,k,37
é,l,99
é,m,151
é,n,113
é,o,31
é,p,76
é,q,16
é,r,316
é,s,131
é,t,154
é,u,3
é,v,142
é,x,40
é,y,1
é,z,25
é,â,2
é,ï,1
ê,a,3
ê,c,5
ê,g,2
ê,l,2
ê,m,40
ê,n,9
ê,q,9
ê,r,2
ê,s,1
ê,t,7
ê,ş,1
ë,c,2
ë,l,28
ë,m,1
ë,n,7
ë,r,7
ë,s,114
ë,t,20
ë,u,1
ë,v,1
ì,c,1
í,a,134
í,b,7
í,c,3
í,d,27
í,e,1
í,g,60
í,h,3
í,k,52
í,l,38
í,m,21
í,n,210
í,o,26
í,p,54
í,r,48
í,s,64
í,t,20
í,u,1
í,v,7
í,z,5
í,ð,6
í,ñ,1
í,þ,2
í,č,4
í,š,8
í,ž,9
î,c,3
î,g,2
î,i,1
î,k,2
î,l,6
î,m,1
î,n,16
î,t,13
î,z,2
ï,a,1
ï,b,2
ï,c,3
ï,d,6
ï,g,3
ï,k,7
ï,m,5
