0,1,2
r,x,265
r,y,2642
r,z,1097
r,à,1
r,á,151
r,â,3
r,ã,7
r,ä,4975
r,å,66
r,æ,4
r,ç,29
r,è,53
r,é,585
r,ê,10
r,ë,9
r,ì,1
r,í,369
r,î,4
r,ð,36
r,ò,2
r,ó,217
r,ô,27
r,õ,2625
r,ö,1199
r,ø,85
r,ù,2
r,ú,34
r,û,2
r,ü,5534
r,ý,1
r,ÿ,1
r,ā,156
r,ă,16
r,ą,3
r,ć,3
r,č,10
r,đ,10
r,ē,66
r,ĕ,1
r,ė,7
r,ę,3
r,ġ,1
r,ģ,4
r,ī,116
r,ı,5
r,ļ,2
r,ł,2
r,ń,1
r,ņ,1
r,ō,32
r,ő,4
r,ś,1
r,ş,1
r,š,147
r,ţ,3
r,ť,1
r,ū,94
r,ŭ,1
r,ů,4
r,ż,3
r,ž,91
r,ț,1
r,ə,8
r,ʲ,1
r,ш,1
r,ﬁ,1
s,_,12
s,a,149354
s,b,1037
s,c,10404
s,d,430
s,e,279149
s,f,2106
s,g,5223
s,h,7515
s,i,130589
s,j,3782
s,k,36692
s,l,14598
s,m,13721
s,n,2705
s,o,38689
s,p,16562
s,q,306
s,r,2881
s,s,35352
s,t,339584
s,u,97390
s,v,11081
s,w,662
s,x,9
s,y,1389
s,z,1040
s,²,15
s,à,4
s,á,207
s,â,4
s,ã,175
s,ä,3825
s,å,16
s,æ,7
s,ç,2
s,è,14
s,é,845
s,ê,1
s,ë,11
s,ì,5
s,í,68
s,î,4
s,ò,2
s,ó,60
s,ô,5
s,õ,26541
s,ö,1517
s,ø,159
s,ù,7
s,ú,35
s,û,12
s,ü,22995
s,ý,8
s,ā,74
s,ă,15
s,ą,9
s,ē,32
s,ė,5
s,ę,2
s,ĝ,1
s,ī,55
s,ı,10
s,ł,218
s,ō,20
s,ŏ,27
s,œ,4
s,š,4
s,ţ,4
s,ū,31
s,ų,9
s,ž,14
s,ơ,4
s,ɐ,2
s,ə,8
s,ʲ,1
s,ˈ,1
s,ː,1
s,μ,1
s,ṭ,7
t,_,8
t,a,204794
t,b,223
t,c,594
t,d,80
t,e,228499
t,f,196
t,g,639
t,h,19492
t,i,101561
t,j,3186
t,k,6674
t,l,17069
t,m,8595
t,n,3566
t,o,68541
t,p,905
t,r,29702
t,s,72565
t,t,27681
t,u,106412
t,v,2170
t,w,553
t,x,29
t,y,2013
t,z,1632
t,º,1
t,à,43
t,á,82
t,â,16
t,ã,5
t,ä,25542
t,å,4
t,æ,8
t,ç,4
t,è,16
t,é,192
t,ê,6
t,ë,74
t,í,103
t,ò,5
t,ó,132
t,ô,36
t,õ,20430
t,ö,11472
t,ø,26
t,ú,28
t,ü,8670
t,ý,4
t,ā,134
t,ă,27
t,č,12
t,ē,33
t,ė,48
t,ě,13
t,ī,23
t,ı,3
t,ł,10
t,ņ,2
t,ō,220
t,ő,6
t,ř,5
t,ś,2
t,š,6288
t,ū,19
t,ų,3
t,ž,1
t,ǎ,16
t,ǔ,2
t,ǟ,1
t,ɑ,1
t,ɕ,1
t,ə,3
t,ʰ,1
t,ː,1
t,σ,2
t,ό,1
t,с,1
t,х,1
t,ё,5
t,ấ,3
t,ỉ,1
t,ự,1
u,_,3
u,a,16331
u,b,17620
u,c,1838
u,d,102565
u,e,5426
u,f,828
u,g,17309
u,h,4523
u,i,5886
u,j,3787
u,k,25721
u,l,61368
u,m,37240
u,n,46422
u,o,1382
u,p,8671
u,q,53
u,r,53384
u,s,221351
u,t,48587
u,u,31160
u,v,14726
u,w,129
u,x,293
u,y,138
u,z,834
u,ß,51
u,à,3
u,á,8
u,â,2
u,ä,37
u,æ,3
u,ç,6
u,è,6
u,é,51
u,ê,3
u,ë,7
u,í,71
u,ï,5
u,ð,3
u,ñ,7
u,ó,7
u,õ,185
u,ö,10
u,ü,127
u,ÿ,1
u,ā,10
u,ă,1
u,č,9
u,ĝ,3
u,ğ,1
u,ļ,3
u,ł,22
u,ń,10
u,ņ,2
u,ō,1
u,ř,1
u,ś,8
u,ş,4
u,š,306
u,ţ,1
u,ž,72
u,ǐ,2
u,ș,3
u,ʻ,1
u,ˈ,1
